param,olshausen_mse,ica_mse
0.0,6.340556016588107e-07,0.15946399688720703
1.0,0.11948092108762766,66.99858203125
2.0,0.18761601697994282,75.3449755859375
3.0,0.25205538868291527,79.356931640625
4.0,0.296699225963816,80.726115234375
